node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,out_in_degree_ratio,out_degree_share,lof_score_raw,lof_score,majority_label,is_malicious
52.84.3.79,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
172.217.2.100,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
173.194.205.155,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
52.84.26.232,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
23.194.120.231,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
130.211.22.38,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
180.153.132.57,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
172.98.66.60,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
213.180.204.210,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
182.22.24.124,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
172.217.0.234,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
52.84.143.110,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
23.50.125.191,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
52.84.26.228,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
216.98.48.99,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
74.125.29.155,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
52.84.145.72,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
150.95.143.177,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
52.84.26.77,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
52.84.5.31,2.0,1.0,1.0,22.0,2.0,2.0,22.0,6.324555320336759,1.0,0.49999999975,0.9979651602034549,4.355477036411968e-11,BENIGN,False
68.67.178.173,7.0,3.0,4.0,162.0,5.0,7.0,162.0,25.377155080899044,0.8,0.4285714285102041,0.9975192548852281,4.3535309460559126e-11,BENIGN,False
52.84.26.215,2.0,1.0,1.0,49.0,2.0,2.0,49.0,16.06237840420901,1.0,0.49999999975,0.9973180029001517,4.3526526103840004e-11,BENIGN,False
23.195.253.127,2.0,1.0,1.0,49.0,2.0,2.0,49.0,16.06237840420901,1.0,0.49999999975,0.9973180029001517,4.3526526103840004e-11,BENIGN,False
151.101.21.181,2.0,1.0,1.0,45.0,2.0,2.0,45.0,9.273618495495704,1.0,0.49999999975,0.9972222030172784,4.352234505417429e-11,BENIGN,False
104.16.142.239,2.0,1.0,1.0,45.0,2.0,2.0,45.0,9.273618495495704,1.0,0.49999999975,0.9972222030172784,4.352234505417429e-11,BENIGN,False
95.213.11.181,4.0,2.0,2.0,69.0,3.0,4.0,69.0,13.038404810405297,1.0,0.499999999875,0.9970515901745628,4.351489889925629e-11,BENIGN,False
178.255.83.1,9.0,0.0,9.0,2021.0,10.0,9.0,2021.0,0.0,0.1,0.0,0.9969909641927902,4.3512252964488725e-11,,
206.126.112.155,4.0,2.0,2.0,75.0,3.0,4.0,75.0,14.212670403551897,1.0,0.499999999875,0.9969036926511764,4.350844412215044e-11,BENIGN,False
151.101.116.249,4.0,2.0,2.0,110.0,3.0,4.0,110.0,16.522711641858308,1.0,0.499999999875,0.9968963485724359,4.35081236002767e-11,BENIGN,False
52.45.125.171,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
52.43.235.20,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
184.169.150.63,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
107.22.224.253,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
13.56.43.29,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
52.9.4.63,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
54.87.193.254,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
52.202.77.112,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
94.31.29.138,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
184.73.250.70,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
52.84.145.217,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
52.202.72.22,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
50.16.246.177,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
23.23.158.50,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
52.197.158.114,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
54.172.137.57,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
129.146.12.97,2.0,1.0,1.0,15.0,2.0,2.0,15.0,3.7416573867739413,1.0,0.49999999975,0.9968464254877112,4.3505944778231836e-11,BENIGN,False
184.73.198.136,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,1.0,0.49999999975,0.9966291838777724,4.349646357707199e-11,BENIGN,False
199.16.156.120,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,1.0,0.49999999975,0.9966291838777724,4.349646357707199e-11,BENIGN,False
52.84.145.61,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,1.0,0.49999999975,0.9966291838777724,4.349646357707199e-11,BENIGN,False
151.101.44.230,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,1.0,0.49999999975,0.9966291838777724,4.349646357707199e-11,BENIGN,False
46.4.25.136,2.0,1.0,1.0,9.0,2.0,2.0,9.0,3.7416573867739413,1.0,0.49999999975,0.9966291838777724,4.349646357707199e-11,BENIGN,False
172.217.10.4,10.0,5.0,5.0,279.0,6.0,10.0,279.0,32.249030993194204,1.0,0.49999999995,0.9966262422371226,4.3496335193348676e-11,BENIGN,False
184.25.61.35,2.0,1.0,1.0,108.0,2.0,2.0,108.0,24.738633753705958,1.0,0.49999999975,0.9965469844173741,4.3492876098506124e-11,BENIGN,False
114.80.165.233,2.0,1.0,1.0,82.0,2.0,2.0,82.0,17.663521732655695,1.0,0.49999999975,0.9963496708813635,4.3484264629796216e-11,BENIGN,False
104.97.74.21,2.0,1.0,1.0,56.0,2.0,2.0,56.0,17.32050807568877,1.0,0.49999999975,0.9962298454427045,4.3479035018911294e-11,BENIGN,False
52.84.145.148,2.0,1.0,1.0,56.0,2.0,2.0,56.0,17.32050807568877,1.0,0.49999999975,0.9962298454427045,4.3479035018911294e-11,BENIGN,False
52.84.143.6,2.0,1.0,1.0,224.0,2.0,2.0,224.0,38.97435053981015,1.0,0.49999999975,0.9961461262072111,4.347538121192245e-11,BENIGN,False
5.255.255.60,2.0,1.0,1.0,73.0,2.0,2.0,73.0,20.049937655763422,1.0,0.49999999975,0.9960625445271903,4.347173340834661e-11,BENIGN,False
91.211.74.51,2.0,1.0,1.0,73.0,2.0,2.0,73.0,20.049937655763422,1.0,0.49999999975,0.9960625445271903,4.347173340834661e-11,BENIGN,False
174.35.72.225,2.0,1.0,1.0,73.0,2.0,2.0,73.0,20.049937655763422,1.0,0.49999999975,0.9960625445271903,4.347173340834661e-11,BENIGN,False
54.192.37.155,2.0,1.0,1.0,45.0,2.0,2.0,45.0,14.142135623730953,1.0,0.49999999975,0.9959775561869402,4.346802421308526e-11,BENIGN,False
23.217.49.147,2.0,1.0,1.0,45.0,2.0,2.0,45.0,14.142135623730953,1.0,0.49999999975,0.9959775561869402,4.346802421308526e-11,BENIGN,False
52.84.3.76,2.0,1.0,1.0,45.0,2.0,2.0,45.0,14.142135623730953,1.0,0.49999999975,0.9959775561869402,4.346802421308526e-11,BENIGN,False
205.185.208.154,4.0,2.0,2.0,1925.0,3.0,4.0,1925.0,182.33485678827287,1.0,0.499999999875,0.995967989108923,4.346760667156907e-11,BENIGN,False
172.217.12.161,4.0,2.0,2.0,95.0,3.0,4.0,95.0,19.798989873223338,1.0,0.499999999875,0.9958643285275418,4.3463082552894475e-11,BENIGN,False
54.76.70.15,2.0,1.0,1.0,41.0,2.0,2.0,41.0,12.165525060596439,1.0,0.49999999975,0.995843111579512,4.346215656936708e-11,BENIGN,False
77.88.55.55,2.0,1.0,1.0,88.0,2.0,2.0,88.0,20.371548787463365,1.0,0.49999999975,0.9957572005076567,4.345840710279689e-11,BENIGN,False
104.97.117.153,6.0,3.0,3.0,853.0,4.0,6.0,853.0,129.79984591670362,1.0,0.49999999991666666,0.995725726913997,4.3457033482555376e-11,BENIGN,False
66.198.26.16,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,0.9956538059456006,4.3453894594157476e-11,BENIGN,False
52.87.78.81,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,0.9956538059456006,4.3453894594157476e-11,BENIGN,False
52.84.40.8,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,0.9956538059456006,4.3453894594157476e-11,BENIGN,False
8.18.45.80,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,0.9956538059456006,4.3453894594157476e-11,BENIGN,False
5.45.205.235,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,0.9956538059456006,4.3453894594157476e-11,BENIGN,False
195.244.30.136,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,0.9956538059456006,4.3453894594157476e-11,BENIGN,False
52.43.87.30,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,0.9956538059456006,4.3453894594157476e-11,BENIGN,False
52.84.143.117,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,0.9956538059456006,4.3453894594157476e-11,BENIGN,False
104.88.32.234,2.0,1.0,1.0,34.0,2.0,2.0,34.0,8.000000000000002,1.0,0.49999999975,0.9956538059456006,4.3453894594157476e-11,BENIGN,False
87.250.247.183,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
104.16.24.235,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
52.84.26.21,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
188.165.32.247,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
54.192.37.132,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
52.84.143.177,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
64.12.228.31,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
52.84.135.92,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
93.190.69.37,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
52.84.143.56,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
66.198.24.180,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
78.46.38.207,2.0,1.0,1.0,24.0,2.0,2.0,24.0,6.6332495807108005,1.0,0.49999999975,0.9956476245713027,4.345362481686583e-11,BENIGN,False
185.11.128.207,2.0,1.0,1.0,82.0,2.0,2.0,82.0,19.621416870348586,1.0,0.49999999975,0.9956310218392043,4.345290021423159e-11,BENIGN,False
172.217.10.74,10.0,5.0,5.0,280.0,6.0,10.0,280.0,34.684290392049256,1.0,0.49999999995,0.995319841807287,4.343931920421988e-11,BENIGN,False
54.148.84.95,2.0,1.0,1.0,183.0,2.0,2.0,183.0,37.416573867739416,1.0,0.49999999975,0.9953180021638461,4.343923891559778e-11,BENIGN,False
52.84.145.239,2.0,1.0,1.0,146.0,2.0,2.0,146.0,35.11409973215888,1.0,0.49999999975,0.9952903191090146,4.343803072803348e-11,BENIGN,False
207.46.96.206,6.0,3.0,3.0,136.0,4.0,6.0,136.0,28.548204847240395,1.0,0.49999999991666666,0.9952246522362238,4.34351647907453e-11,BENIGN,False
13.107.21.200,5.0,2.0,3.0,115.0,4.0,5.0,115.0,16.34013463836819,0.75,0.39999999992,0.9952152357232693,4.3434753820427177e-11,BENIGN,False
94.31.29.55,4.0,2.0,2.0,125.0,3.0,4.0,125.0,15.556349186104047,1.0,0.499999999875,0.9952088792487226,4.3434476401134147e-11,BENIGN,False
172.217.7.4,8.0,4.0,4.0,280.0,5.0,8.0,280.0,48.548944375753415,1.0,0.4999999999375,0.9951365818138429,4.34313210823919e-11,BENIGN,False
31.13.80.36,8.0,3.0,5.0,429.0,6.0,8.0,429.0,73.58668357794092,0.6666666666666666,0.374999999953125,0.9951213644770162,4.3430656943364336e-11,BENIGN,False
104.16.206.165,2.0,1.0,1.0,57.0,2.0,2.0,57.0,12.727922061357855,1.0,0.49999999975,0.9950969159517602,4.342958992224403e-11,BENIGN,False
35.162.50.201,2.0,1.0,1.0,37.0,2.0,2.0,37.0,12.649110640673518,1.0,0.49999999975,0.9950863332597926,4.342912805570113e-11,BENIGN,False
178.250.2.85,2.0,1.0,1.0,37.0,2.0,2.0,37.0,12.649110640673518,1.0,0.49999999975,0.9950863332597926,4.342912805570113e-11,BENIGN,False
104.28.26.91,2.0,1.0,1.0,37.0,2.0,2.0,37.0,12.649110640673518,1.0,0.49999999975,0.9950863332597926,4.342912805570113e-11,BENIGN,False
23.203.49.224,2.0,1.0,1.0,37.0,2.0,2.0,37.0,12.649110640673518,1.0,0.49999999975,0.9950863332597926,4.342912805570113e-11,BENIGN,False
104.106.252.25,2.0,1.0,1.0,37.0,2.0,2.0,37.0,12.649110640673518,1.0,0.49999999975,0.9950863332597926,4.342912805570113e-11,BENIGN,False
192.168.10.51,4.0,3.0,1.0,1980.0,4.0,4.0,1980.0,160.28100324118265,2.0,0.7499999998125,0.9950839107712934,4.342902232963523e-11,BENIGN,False
81.19.89.10,2.0,1.0,1.0,53.0,2.0,2.0,53.0,16.792855623746664,1.0,0.49999999975,0.9950201598029371,4.3426240009271777e-11,BENIGN,False
34.197.153.196,2.0,1.0,1.0,53.0,2.0,2.0,53.0,16.792855623746664,1.0,0.49999999975,0.9950201598029371,4.3426240009271777e-11,BENIGN,False
23.36.32.75,2.0,1.0,1.0,379.0,2.0,2.0,379.0,76.2102355330306,1.0,0.49999999975,0.9948653326826464,4.3419482799762556e-11,BENIGN,False
34.224.251.241,2.0,1.0,1.0,56.0,2.0,2.0,56.0,12.60952021291849,1.0,0.49999999975,0.9946988886029683,4.341221858457956e-11,BENIGN,False
23.45.196.15,2.0,1.0,1.0,46.0,2.0,2.0,46.0,16.522711641858308,1.0,0.49999999975,0.9946021543290913,4.340799675474715e-11,BENIGN,False
23.194.140.85,2.0,1.0,1.0,46.0,2.0,2.0,46.0,16.522711641858308,1.0,0.49999999975,0.9946021543290913,4.340799675474715e-11,BENIGN,False
204.11.109.68,2.0,1.0,1.0,46.0,2.0,2.0,46.0,16.522711641858308,1.0,0.49999999975,0.9946021543290913,4.340799675474715e-11,BENIGN,False
173.223.159.229,2.0,1.0,1.0,403.0,2.0,2.0,403.0,73.79701890998037,1.0,0.49999999975,0.9945258044289108,4.340466457191924e-11,BENIGN,False
52.84.145.54,4.0,2.0,2.0,108.0,3.0,4.0,108.0,24.0,1.0,0.499999999875,0.9944054305224297,4.3399411023936115e-11,BENIGN,False
104.97.122.160,2.0,1.0,1.0,284.0,2.0,2.0,284.0,33.46640106136302,1.0,0.49999999975,0.9943467437163342,4.339684972173357e-11,BENIGN,False
52.84.140.227,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
192.132.33.27,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
130.211.28.230,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
104.20.255.41,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
52.84.143.152,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
173.194.208.156,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
4.16.74.242,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
52.84.141.29,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
63.251.109.88,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
23.97.221.130,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
54.192.37.11,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
54.192.38.6,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
104.28.22.30,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
107.178.244.119,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
8.43.72.37,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
173.194.204.156,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
50.18.253.40,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
72.14.246.86,2.0,1.0,1.0,23.0,2.0,2.0,23.0,6.48074069840786,1.0,0.49999999975,0.9942545217225254,4.3392824823948514e-11,BENIGN,False
148.251.1.131,3.0,1.0,2.0,72.0,3.0,3.0,72.0,14.422205101855956,0.6666666666666666,0.3333333332222222,0.9941987364721563,4.339039015601979e-11,BENIGN,False
204.236.231.152,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
52.0.244.10,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
54.210.85.226,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
52.52.149.36,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
212.48.7.148,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
52.200.140.34,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
52.1.83.69,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
151.101.1.28,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
52.33.209.128,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
54.152.13.143,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
52.5.134.245,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
52.192.136.173,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
52.55.225.127,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
185.86.139.58,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
199.16.156.41,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
23.21.56.145,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
54.148.79.143,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
52.35.43.63,2.0,1.0,1.0,26.0,2.0,2.0,26.0,8.306623862918075,1.0,0.49999999975,0.994187189993873,4.338988622639359e-11,BENIGN,False
52.86.70.240,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
54.82.37.214,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
35.190.130.78,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
54.204.15.175,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
35.160.253.195,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
34.228.127.194,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
54.210.232.196,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
119.81.183.216,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
119.81.183.194,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
54.209.32.107,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
52.86.71.216,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
50.16.248.184,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
54.84.185.43,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
194.126.157.22,2.0,1.0,1.0,28.0,2.0,2.0,28.0,8.660254037844386,1.0,0.49999999975,0.9941352503734663,4.3387619395516294e-11,BENIGN,False
