node,degree,out_degree,in_degree,total_weight,N_i,E_i,W_i,lambda_w,out_in_degree_ratio,out_degree_share,graph_deviation_score_raw,graph_deviation_score
27.96.59.12,1.0,0.0,1.0,9.0,2.0,1.0,9.0,0.0,0.5,0.0,3.7960037764191252,0.0394898163974698
198.41.215.186,1.0,0.0,1.0,9.0,2.0,1.0,9.0,0.0,0.5,0.0,3.7960037764191252,0.0394898163974698
50.18.173.48,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
209.204.228.199,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
202.241.208.53,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
148.251.76.230,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
12.129.210.52,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
52.6.24.26,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
23.36.34.36,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
50.112.149.137,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
104.244.43.16,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
23.23.140.176,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
52.207.194.86,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
50.31.210.245,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
23.23.137.182,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
46.229.174.117,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
104.196.173.14,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
136.243.84.75,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
107.21.209.133,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
23.4.187.27,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
131.253.34.240,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
61.213.187.243,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
65.52.108.254,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
162.208.20.178,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
104.90.91.93,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
35.190.173.96,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
195.70.1.181,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
51.254.79.20,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
23.21.84.138,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
81.169.224.223,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
54.219.148.161,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
209.15.224.6,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
54.84.234.136,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
69.174.248.198,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
54.243.160.36,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
54.235.110.123,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
78.40.123.171,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
131.253.61.82,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
54.86.173.223,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
192.99.233.195,1.0,0.0,1.0,10.0,2.0,1.0,10.0,0.0,0.5,0.0,3.7959775285730295,0.03948954334120215
65.52.108.231,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
77.88.21.90,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
14.128.26.214,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
141.170.25.54,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
54.81.28.54,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
209.15.238.232,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
85.114.144.198,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
169.55.70.175,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
34.202.52.200,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
192.73.240.78,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
149.202.74.47,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
35.185.78.150,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
169.45.121.189,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
195.93.247.64,1.0,0.0,1.0,11.0,2.0,1.0,11.0,0.0,0.5,0.0,3.7959512807269338,0.03948927028493451
54.231.176.243,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
64.95.32.23,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
174.37.200.231,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
52.26.183.201,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
195.54.48.228,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
202.131.200.81,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
200.33.84.128,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
167.114.210.129,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
52.2.143.27,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
136.147.96.35,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
139.224.5.185,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
35.185.42.148,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
210.14.132.69,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
169.55.70.227,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
52.206.179.97,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
69.64.147.32,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
104.79.149.142,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
34.192.204.170,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
151.80.24.232,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
218.248.240.47,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
34.206.37.216,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
185.22.221.117,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
80.70.210.158,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
122.208.201.226,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
75.98.37.206,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
178.250.2.78,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
94.124.132.36,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
193.232.151.148,1.0,0.0,1.0,12.0,2.0,1.0,12.0,0.0,0.5,0.0,3.795925032880838,0.03948899722866687
54.209.246.197,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.5,0.0,3.7958987850347423,0.03948872417239922
149.56.30.204,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.5,0.0,3.7958987850347423,0.03948872417239922
104.193.83.57,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.5,0.0,3.7958987850347423,0.03948872417239922
35.158.52.245,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.5,0.0,3.7958987850347423,0.03948872417239922
91.192.149.14,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.5,0.0,3.7958987850347423,0.03948872417239922
94.31.29.249,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.5,0.0,3.7958987850347423,0.03948872417239922
172.217.10.77,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.5,0.0,3.7958987850347423,0.03948872417239922
172.217.7.10,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.5,0.0,3.7958987850347423,0.03948872417239922
136.147.96.33,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.5,0.0,3.7958987850347423,0.03948872417239922
78.47.15.207,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.5,0.0,3.7958987850347423,0.03948872417239922
195.54.48.9,1.0,0.0,1.0,13.0,2.0,1.0,13.0,0.0,0.5,0.0,3.7958987850347423,0.03948872417239922
34.224.130.238,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
104.90.89.86,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
138.201.227.192,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
216.104.218.120,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
146.20.129.103,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
14.128.26.213,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
104.28.6.120,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
52.54.195.143,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
52.87.59.64,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
89.185.38.86,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
192.229.173.28,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
65.52.108.235,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
65.52.108.193,1.0,0.0,1.0,14.0,2.0,1.0,14.0,0.0,0.5,0.0,3.7958725371886466,0.039488451116131584
157.240.0.17,1.0,0.0,1.0,15.0,2.0,1.0,15.0,0.0,0.5,0.0,3.795846289342551,0.03948817805986394
87.250.247.182,1.0,0.0,1.0,15.0,2.0,1.0,15.0,0.0,0.5,0.0,3.795846289342551,0.03948817805986394
202.241.208.52,1.0,0.0,1.0,15.0,2.0,1.0,15.0,0.0,0.5,0.0,3.795846289342551,0.03948817805986394
184.72.252.62,1.0,0.0,1.0,15.0,2.0,1.0,15.0,0.0,0.5,0.0,3.795846289342551,0.03948817805986394
173.194.68.156,1.0,0.0,1.0,15.0,2.0,1.0,15.0,0.0,0.5,0.0,3.795846289342551,0.03948817805986394
210.152.39.149,1.0,0.0,1.0,15.0,2.0,1.0,15.0,0.0,0.5,0.0,3.795846289342551,0.03948817805986394
208.101.15.34,1.0,0.0,1.0,15.0,2.0,1.0,15.0,0.0,0.5,0.0,3.795846289342551,0.03948817805986394
4.16.74.146,1.0,0.0,1.0,15.0,2.0,1.0,15.0,0.0,0.5,0.0,3.795846289342551,0.03948817805986394
204.13.192.177,1.0,0.0,1.0,15.0,2.0,1.0,15.0,0.0,0.5,0.0,3.795846289342551,0.03948817805986394
52.160.91.170,1.0,0.0,1.0,15.0,2.0,1.0,15.0,0.0,0.5,0.0,3.795846289342551,0.03948817805986394
52.94.233.97,1.0,0.0,1.0,15.0,2.0,1.0,15.0,0.0,0.5,0.0,3.795846289342551,0.03948817805986394
87.242.88.91,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
54.225.186.185,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
104.198.81.48,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
50.19.226.229,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
213.180.193.131,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
178.172.160.3,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
178.172.160.2,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
50.97.130.118,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
72.30.202.150,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
89.163.159.117,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
159.127.42.172,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
209.85.144.157,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
52.73.178.249,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
185.15.175.135,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
5.79.102.218,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
5.79.102.221,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
185.76.234.247,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
91.192.148.30,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
54.92.92.15,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
198.101.167.73,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
54.210.204.131,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
146.20.128.61,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
52.52.86.145,1.0,0.0,1.0,16.0,2.0,1.0,16.0,0.0,0.5,0.0,3.795820041496455,0.039487905003596294
54.243.161.28,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
192.40.37.146,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
64.74.232.52,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
138.197.225.24,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
104.196.173.4,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
74.217.250.5,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
192.73.243.114,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
169.54.129.17,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
66.235.147.238,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
104.196.142.36,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
109.200.201.58,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
163.172.224.33,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
129.146.13.98,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
178.172.160.5,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
14.0.35.147,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
81.19.88.116,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
34.204.184.166,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
184.173.146.237,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
23.203.51.137,1.0,0.0,1.0,17.0,2.0,1.0,17.0,0.0,0.5,0.0,3.7957937936503594,0.03948763194732865
52.44.4.52,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
209.15.36.21,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
5.79.102.222,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
5.79.102.232,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
212.142.249.35,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
194.232.104.156,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
5.79.102.233,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
192.243.250.132,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
185.44.142.4,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
129.146.12.99,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
64.210.149.57,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
182.22.67.116,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
61.213.187.245,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
69.31.33.219,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
13.113.184.218,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
194.232.104.109,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
87.242.88.110,1.0,0.0,1.0,18.0,2.0,1.0,18.0,0.0,0.5,0.0,3.7957675458042637,0.03948735889106101
89.108.121.109,1.0,0.0,1.0,19.0,2.0,1.0,19.0,0.0,0.5,0.0,3.795741297958168,0.039487085834793365
130.211.102.28,1.0,0.0,1.0,19.0,2.0,1.0,19.0,0.0,0.5,0.0,3.795741297958168,0.039487085834793365
209.85.201.108,1.0,0.0,1.0,19.0,2.0,1.0,19.0,0.0,0.5,0.0,3.795741297958168,0.039487085834793365
89.185.38.84,1.0,0.0,1.0,19.0,2.0,1.0,19.0,0.0,0.5,0.0,3.795741297958168,0.039487085834793365
173.194.175.109,1.0,0.0,1.0,19.0,2.0,1.0,19.0,0.0,0.5,0.0,3.795741297958168,0.039487085834793365
205.174.165.68,1.0,0.0,1.0,19.0,2.0,1.0,19.0,0.0,0.5,0.0,3.795741297958168,0.039487085834793365
52.39.237.157,1.0,0.0,1.0,19.0,2.0,1.0,19.0,0.0,0.5,0.0,3.795741297958168,0.039487085834793365
151.101.128.68,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
217.23.145.13,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
131.253.34.230,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
72.21.81.189,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
151.101.44.175,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
194.232.104.108,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
52.88.212.202,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
204.154.111.107,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
104.88.66.182,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
52.5.108.108,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
52.44.126.167,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
23.208.66.222,1.0,0.0,1.0,20.0,2.0,1.0,20.0,0.0,0.5,0.0,3.795715050112072,0.03948681277852572
74.119.118.85,1.0,0.0,1.0,21.0,2.0,1.0,21.0,0.0,0.5,0.0,3.795688802265976,0.039486539722258074
23.208.101.45,1.0,0.0,1.0,21.0,2.0,1.0,21.0,0.0,0.5,0.0,3.795688802265976,0.039486539722258074
104.89.74.41,1.0,0.0,1.0,21.0,2.0,1.0,21.0,0.0,0.5,0.0,3.795688802265976,0.039486539722258074
183.79.1.75,1.0,0.0,1.0,21.0,2.0,1.0,21.0,0.0,0.5,0.0,3.795688802265976,0.039486539722258074
172.217.19.206,1.0,0.0,1.0,21.0,2.0,1.0,21.0,0.0,0.5,0.0,3.795688802265976,0.039486539722258074
178.33.142.91,1.0,0.0,1.0,21.0,2.0,1.0,21.0,0.0,0.5,0.0,3.795688802265976,0.039486539722258074
91.192.148.102,1.0,0.0,1.0,21.0,2.0,1.0,21.0,0.0,0.5,0.0,3.795688802265976,0.039486539722258074
133.237.16.48,1.0,0.0,1.0,22.0,2.0,1.0,22.0,0.0,0.5,0.0,3.7956625544198803,0.03948626666599043
129.146.14.98,1.0,0.0,1.0,22.0,2.0,1.0,22.0,0.0,0.5,0.0,3.7956625544198803,0.03948626666599043
137.74.127.227,1.0,0.0,1.0,22.0,2.0,1.0,22.0,0.0,0.5,0.0,3.7956625544198803,0.03948626666599043
23.203.70.223,1.0,0.0,1.0,22.0,2.0,1.0,22.0,0.0,0.5,0.0,3.7956625544198803,0.03948626666599043
107.178.250.6,1.0,0.0,1.0,22.0,2.0,1.0,22.0,0.0,0.5,0.0,3.7956625544198803,0.03948626666599043
172.217.10.225,1.0,0.0,1.0,23.0,2.0,1.0,23.0,0.0,0.5,0.0,3.7956363065737846,0.03948599360972278
183.79.215.139,1.0,0.0,1.0,23.0,2.0,1.0,23.0,0.0,0.5,0.0,3.7956363065737846,0.03948599360972278
109.248.237.36,1.0,0.0,1.0,23.0,2.0,1.0,23.0,0.0,0.5,0.0,3.7956363065737846,0.03948599360972278
67.220.103.115,1.0,0.0,1.0,23.0,2.0,1.0,23.0,0.0,0.5,0.0,3.7956363065737846,0.03948599360972278
209.204.228.173,1.0,0.0,1.0,23.0,2.0,1.0,23.0,0.0,0.5,0.0,3.7956363065737846,0.03948599360972278
